Site,Date,Point,Depth,Tare,SWEpretare,Density,GPS_ID,,,
Canadian Ridge,4/25/2023,11,131,114,,,56,,,
Canadian Ridge,4/25/2023,12,126,114,,,57,,,
Canadian Ridge,4/25/2023,13,122,114,153,319.6721311,58,,,
Canadian Ridge,4/25/2023,14,128,114,,,59,,,
Powerline,4/25/2023,1,122,114,160,377.0491803,60,,,
Powerline,4/25/2023,2,110,114,,,61,,,
Powerline,4/25/2023,3,132,114,,,62,,,
Powerline,4/25/2023,4,86,114,136,255.8139535,63,,,
Powerline,4/25/2023,5,125,114,,,64,,,
Powerline,4/25/2023,6,115,114,,,65,,,
Powerline,4/25/2023,7,109,114,146,293.5779817,66,,,
Powerline,4/25/2023,8,112,114,,,67,,,
Powerline,4/25/2023,9,146,114,,,68,,,
Powerline,4/25/2023,10,144,114,162,333.3333333,69,,,
Powerline,4/25/2023,11,148,114,,,70,,,
Fortress Ridge South,5/11/2023,1,174,162,225,362.0689655,1,,,
Fortress Ridge South,5/11/2023,2,201,162,,,2,,,
Fortress Ridge South,5/11/2023,3,140,162,,,3,,,
Fortress Ridge South,5/11/2023,4,147,162,213,346.9387755,4,,,
Fortress Ridge South,5/11/2023,5,158,162,,,5,,,
Fortress Ridge South,5/11/2023,6,157,162,,,6,,,
Fortress Ridge South,5/11/2023,7,108,162,207,416.6666667,7,,,
Fortress Ridge South,5/11/2023,8,124,162,,,8,,,
Fortress Ridge South,5/11/2023,9,111,162,,,9,,,
Fortress Ridge South,5/11/2023,10,80,162,191,362.5,10,,,
Fortress Ridge,5/11/2023,1,0,,,,13,,,
Fortress Ridge,5/11/2023,2,0,,,,14,,,
Fortress Ridge,5/11/2023,3,0,,,,15,,,
Fortress Ridge,5/11/2023,4,0,,,,16,,,
Fortress Ridge,5/11/2023,5,0,,,,17,,,
Fortress Ridge,5/11/2023,6,0,,,,18,,,
Fortress Ridge,5/11/2023,7,0,,,,19,,,
Fortress Ridge,5/11/2023,8,0,,,,20,,,
Fortress Ridge,5/11/2023,9,0,,,,21,,,
Fortress Ridge,5/11/2023,10,0,,,,22,,,
Fortress Ridge,5/11/2023,11,0,,,,23,,,
Fortress Ridge,5/11/2023,12,0,,,,24,,,
Fortress Ridge,5/11/2023,13,0,,,,25,,,
Fortress Ridge,5/11/2023,14,0,,,,26,,,
Fortress Ridge,5/11/2023,15,0,,,,27,,,
Fortress Ridge,5/11/2023,16,0,,,,28,,,
Fortress Ridge,5/11/2023,17,0,,,,29,,,
Fortress Ridge,5/11/2023,18,0,,,,30,,,
Fortress Ridge,5/11/2023,19,0,,,,31,,,
Fortress Ridge,5/11/2023,20,0,,,,32,,,
Bonsai,5/11/2023,1,98,66,102,367.3469388,33,,,
Bonsai,5/11/2023,2,104,66,,,34,,,
Bonsai,5/11/2023,3,97,66,106,412.371134,35,,,
Bonsai,5/11/2023,4,107,66,,,36,,,
Bonsai,5/11/2023,5,100,66,,,37,,,
Bonsai,5/11/2023,6,103,66,106,388.3495146,38,,,
Bonsai,5/11/2023,7,105,66,,,39,,,
Bonsai,5/11/2023,8,120,66,,,40,,,
Bonsai,5/11/2023,9,120,66,110,366.6666667,41,,,
Canadian Ridge,5/11/2023,1,48,67,84,354.1666667,46,,,
Canadian Ridge,5/11/2023,2,71,67,,,47,,,
Canadian Ridge,5/11/2023,3,114,67,,,48,,,
Canadian Ridge,5/11/2023,4,137,67,117,364.9635036,49,,,
Canadian Ridge,5/11/2023,5,121,67,,,50,,,
Canadian Ridge,5/11/2023,6,102,67,,,51,,,
Canadian Ridge,5/11/2023,7,75,67,93,346.6666667,52,,,
Canadian Ridge,5/11/2023,8,69,67,,,53,,,
Canadian Ridge,5/11/2023,9,65,67,,,54,,,
Canadian Ridge,5/11/2023,10,72,67,93,361.1111111,55,,,
Canadian Ridge,5/11/2023,11,57,67,,,56,,,
Canadian Ridge,5/11/2023,12,59,67,,,57,,,
Canadian Ridge,5/11/2023,13,59,67,87,338.9830508,58,,,
Canadian Ridge,5/11/2023,14,60,67,,,59,,,
Canadian Ridge,5/11/2023,15,60,67,,,60,,,
Canadian Ridge,5/11/2023,16,60,67,,,NA,,,
Powerline,5/11/2023,1,95,67,110,452.6315789,61,,,
Powerline,5/11/2023,2,50,67,,,62,,,
Powerline,5/11/2023,3,72,67,,,NA,,,
Powerline,5/11/2023,4,83,67,92,301.2048193,NA,,,
Powerline,5/11/2023,5,33,67,,,NA,,,
Powerline,5/11/2023,6,63,67,,,63,,,
Powerline,5/11/2023,7,59,67,86,322.0338983,NA,,,
Powerline,5/11/2023,8,79,67,,,NA,,,
Powerline,5/11/2023,9,71,67,,,64,,,
Powerline,5/11/2023,10,69,67,86,275.3623188,66,,,
Powerline,5/11/2023,11,88,67,,,67,,,
Powerline,5/11/2023,12,90,67,,,68,,,
Powerline,5/11/2023,13,81,67,94,333.3333333,69,,,
Powerline,5/11/2023,14,93,67,,,70,,,
Fortress Ridge South,5/24/2023,1,73,36,70,465.7534247,1,many errors with GPS,,
Fortress Ridge South,5/24/2023,2,101,36,,,2,,,
Fortress Ridge South,5/24/2023,3,64,36,,,3,,,
Fortress Ridge South,5/24/2023,4,33,36,56,606.0606061,4,,,
Fortress Ridge South,5/24/2023,5,30,36,,,5,,,
Fortress Ridge South,5/24/2023,6,76,36,72,473.6842105,6,,,
Fortress Ridge South,5/24/2023,7,34,36,55,558.8235294,7,,,
Bonsai,5/24/2023,1,12,36,42,500,8,,,
Bonsai,5/24/2023,2,23,36,,,9,,,
Bonsai,5/24/2023,3,12,36,,,10,,,
Bonsai,5/24/2023,4,19,36,45,473.6842105,11,,,
Bonsai,5/24/2023,5,7,36,,,12,,,
Bonsai,5/24/2023,6,8,36,,,13,,,
Bonsai,5/24/2023,7,17,36,43.5,441.1764706,14,,,
Bonsai,5/24/2023,8,45,36,,,15,,,
Bonsai,5/24/2023,9,60,36,59.5,391.6666667,16,,,
Canadian Ridge,5/24/2023,1,0,36,,,19,,,
Canadian Ridge,5/24/2023,2,0,36,,,20,,,
Canadian Ridge,5/24/2023,3,0,36,,,21,,,
Canadian Ridge,5/24/2023,4,12,36,42,500,22,,,
Canadian Ridge,5/24/2023,5,26,36,50,538.4615385,23,,,
Canadian Ridge,5/24/2023,6,10,36,41.5,550,24,,,
Canadian Ridge,5/24/2023,7,0,36,,,25,,,
Canadian Ridge,5/24/2023,8,0,36,,,26,,,
Canadian Ridge,5/24/2023,9,0,36,,,27,,,
Canadian Ridge,5/24/2023,10,0,36,,,28,,,
Canadian Ridge,5/24/2023,11,0,36,,,29,,,
Fortress Ridge South,5/24/2023,8,0,36,,,NA,,,
Fortress Ridge South,5/24/2023,9,0,36,,,NA,,,
Fortress Ridge South,5/24/2023,10,0,36,,,NA,,,
Fortress Ridge South,5/24/2023,11,0,36,,,NA,,,
Fortress Ridge South,5/24/2023,12,0,36,,,NA,,,
Powerline,5/24/2023,1,0,36,,,30,,,
Powerline,5/24/2023,2,0,36,,,31,,,
Powerline,5/24/2023,3,25,36,47.5,460,33,,,
Powerline,5/24/2023,4,0,36,,,34,,,
Powerline,5/24/2023,5,0,36,,,35,,,
Powerline,5/24/2023,6,0,36,,,36,,,
Powerline,5/24/2023,7,10,36,40,400,37,,,
Powerline,5/24/2023,8,0,36,,,38,,,
Powerline,5/24/2023,9,22,36,46,454.5454545,39,,,
Powerline,5/24/2023,10,7,36,,,40,,,
Powerline,5/24/2023,11,0,36,,,41,,,
Powerline,5/24/2023,12,0,36,,,42,,,
